"","addresses","addressesOrder","addressesRequired","aggScaleID","aggSetID","catSetID","changes","classID","compSet","contacts","contactsOrder","contactsRequired","datasets","datasetsOrder","datasetsRequired","dataType","domainID","firstReleased","groupID","instruments","instrumentsOrder","instrumentsRequired","languages","languagesOrder","partLabel","lastUpdated","latExp","maxLength","maxValue","measures","measureSets","measureSetsOrder","measureSetsRequired","measuresOrder","measuresRequired","minLength","minValue","nomenclatureID","organizations","organizationsOrder","organizationsRequired","ontologyRef","partDesc","partID","partInstr","parts","partType","polygons","polygonsOrder","polygonsRequired","protocolRelationships","protocols","protocolsOrder","protocolsRequired","protocolSteps","protocolStepsOrder","protocolStepsRequired","qualityReports","qualityReportsOrder","qualitySetID","refLink","sampleRelationships","sampleRelationshipsOrder","sampleRelationshipsRequired","samples","samplesOrder","samplesRequired","sets","setsOrder","shortName","sites","sitesOrder","sitesRequired","specimenSet","status","translations","translationsOrder","unitSetID"
"439","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","header","4","recommended","varchar","naDomain","2.0","naGroup","header","3","recommended","NA","NA","Name","2.0","NA","30","NA","NA","header","3","optional","NA","NA","0","NA","naNomenclature","header","5","recommended","NA","Name of a domain, specimen, group, class, attribute, unit, nomeclature or other entity.","name","Name of any entity. Use a prefix to distinguish names from different report tables. See fully specified name (FSN) list.  i.e. Si-name = Site name, Po-name = Polygon name, Or-name = Organization name, Me-name = Method-name.","NA","attribute","header","3","recommended","NA","header","4","optional","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","10","recommended","naSpecimenSet","active","NA","NA","naUnitSet"
"440","input","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","input","NA","NA","input","NA","NA","varchar","naDomain","1.0","naGroup","input","NA","NA","NA","NA","Not a number","2.0","NA","30","NA","input","input","NA","NA","NA","NA","0","NA","naNomenclature","input","NA","NA","NA","The outcome of a measurement is not a valid number (plus or minus infinity, error, ...)","nan","Missing values indicator for when a numeric value is expected but not given.","NA","missingness","input","NA","NA","input","input","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"441","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Nomenclature not applicable","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Not applicable.","naNomenclature","Use 'not applicable' when there is no nomenclature for the part","input","nomenclature","NA","NA","NA","input","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"442","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Specimen not applicable","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Non applicable specimen.","naSpecimen","Use 'not applicable' when there is no specimen/set for the part","NA","specimen","NA","NA","NA","input","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"443","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Specimen set not applicable","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A specimen set for when sepcimen/specimen set is not applicable.","naSpecimenSet","Use 'not applicable' when there is no specimen/set for the part","input","specimenSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"444","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","header","4","Native Name","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The native name of the language, i.e. what the language is called by its speakers.","natName","Part of the metedata for a languageID.","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"445","NA","NA","NA","quantAggScale","linearAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Unit not applicable","2.0","NA","30","NA","input","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Not appliable for units.","naUnit","NA","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"446","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Unit set not applicable","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Not applicable for unit sets.","naUnitSet","NA","input","unitSet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"447","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Non-detect","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","No amplification occurred in the reaction; non-detect.","nd","For the value of a non-detected measure, report the actual value even if it is below the limit of detection. The flag here ensures that it's recorded as a non-detect regardless. In instances where the original data doesn't record a value, but only has the flag, please populate the value field with either a 0 if dealing with variant percentages, and a 1 for all other purposes to further indicate a null result.","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"448","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Neighbourhood","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","A municipal neighbourhood, this specifies a sub-section of a larger municipality.","neigh","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"449","NA","NA","NA","NA","linearAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","integer","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Population of newly vaccinated persons","2.0","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Population of newly vaccinated persons","newVax","NA","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"450","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","NextClade nomenclature","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Specifies variant or genetic nomenclature as set out by NextClade.","nextclade","NA","input","nomenclature","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"451","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Normalized Geometric Mean","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Geometric mean, normalized.","ngmn","NA","NA","aggregation","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"452","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","waterCompartment","NA","NA","NA","NA","NA","NA","see unit","naDomain","1.0","naGroup","NA","NA","NA","NA","NA","Ammonium Nitrogen","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Ammonium nitrogen concentration, as N.","nH4N","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"453","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","niid_2019-ncov_n sars-cov-2 gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","niid_2019-ncov_n sars-cov-2 gene target","niid19","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"454","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","No quality concerns for PCR","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","No quality concerns of note for the PCR reaction.","noConcernPCR","NA","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"455","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample not labelled","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sample had no label","noLabel","NA","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"456","NA","NA","NA","NA","naAggrSet","NA","added in version 2, added from NWSS","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","No liquid concentration, liquid recombined with separated solids","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","No liquid concentration, liquid recombined with separated solids","noliquid","NA","NA","category","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"457","NA","NA","NA","NA","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Missingness set","2.0","NA","15","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","The part type for missingness sets.","missingnessSet","Sets are lists of input values. Each input value within a set is a part (has a partID) that can be reused between sets. For example, a set A could contain the values of 'yes' and 'no'; and set B could contain the values of 'yes', 'no', and 'maybe.' partTypes with sets include aggregations, compartments, missingness, quality flags, specimens, and units. Measures with categories and dataTypes have their own specific category sets (catSetID) because their input values are unique and are not reused.","input","partType","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"458","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Nomenclature","2.0","NA","30","NA","fK","NA","NA","NA","20","optional","0","NA","naNomenclature","NA","NA","NA","NA","A classification system to report the measure class. Only applicable to variants, mutations, and diseases.","nomenclatureID","Currently only used for class = variant, mutation, or disease. Valid options are currently restricted to 'NextClade', 'Pangolin', 'WHO', or 'ICD'.","header","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"459","NA","NA","NA","NA","booleanAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","integer","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Non-detected","2.0","NA","NA","1","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Unit ID for when a measure is ""non-detect"" in order to explain a value of zero.","nondet","Use this unit in cases where a measure resulted in no detection","NA","unit","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"460","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","Norovirus G1","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Norovirus genogroup 1","noroG1","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"461","NA","NA","NA","see unit","naAggrSet","NA","added in version 2","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","Bio","2.0","virusMisc","NA","NA","NA","NA","NA","Norovirus G2","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Norovirus genogroup 2","noroG2","NA","NA","measure","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","pcrQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","saSpecimen","active","NA","NA","geneticUnitSet"
"462","NA","NA","NA","NA","naAggrSet","replicateCatSet","added in version 2; GitHub issue #94","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","categorical","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Replicate Type","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Attirbute of a sample, specifying whether the sample is unique, or a replicate. And if it is a replicate, what type of replicate is it?","repType","NA","NA","attribute","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","10","optional","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"463","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","varchar","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sample missing time stamp","2.0","NA","30","NA","NA","NA","NA","NA","NA","NA","0","NA","naNomenclature","NA","NA","NA","NA","Sample is missing the autosampler time; incomplete metadata on collection.","noTime","NA","NA","quality","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"464","input","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","naCompartmentSet","input","NA","NA","input","NA","NA","varchar","naDomain","1.0","naGroup","input","NA","NA","NA","NA","Not reported","2.0","NA","30","NA","input","input","NA","NA","NA","NA","0","NA","naNomenclature","input","NA","NA","NA","A value could have been recorded, however, it was not.","nr","Missing value indicator for data that is absent because it was not reported.","NA","missingness","input","NA","NA","input","input","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","input","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"465","NA","NA","NA","NA","naAggrSet","NA","added in V2.0","naClass","anyCompartment","NA","NA","NA","NA","NA","NA","see unit","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Sarbecovirus-specific N sars-cov-2 gene target","2.0","NA","NA","see unit","input","NA","NA","NA","NA","NA","NA","see unit","naNomenclature","NA","NA","NA","NA","Sarbecovirus-specific N sars-cov-2 gene target","nSarbec","NA","NA","measure","NA","NA","NA","input","input","NA","NA","NA","NA","NA","NA","NA","genQualitySet","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
"466","NA","NA","NA","NA","logAggrSet","NA","added in V2.0; github issue #122","naClass","naCompartmentSet","NA","NA","NA","NA","NA","NA","float","naDomain","2.0","naGroup","NA","NA","NA","NA","NA","Nephelometric turbidity unit","2.0","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","0","naNomenclature","NA","NA","NA","NA","Nephelometric Turbidity Units, a unit used in the measurement of turbidity (see ""turbidity"" under measureIDs).","ntu","Nephelometric turbidity units (NTU) are based on white light (400–680nm) and 90° incident angle.","NA","unit","NA","NA","NA","input","input","NA","NA","input","NA","NA","NA","NA","NA","https://www.sciencedirect.com/topics/engineering/nephelometric-turbidity-unit","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","naSpecimenSet","active","NA","NA","naUnitSet"
