"","changes","firstReleased","langID","partLabel","lastUpdated","partDesc","partID","partInstr","notes"
"1151","added in V2.0","2.0","eng","Type de données Entier","2.0","Le type de données pour les entiers.","integer","Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.",NA
"1152","added in V2.0","2.0","eng","Interception","2.0","Valeur d'interception de la courbe d'étalonnage.","inter","Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",NA
"1153","added in V2.0","2.0","eng","Cible génétique combinée ip2 et ip4 sars-cov-2","2.0","Gène cible combiné ip2 et ip4 de SRAS-CoV-2.","ip2ip4","NA",NA
"1154","added in V2.0","2.0","eng","ISO639-1","2.0","La première partie de la série de normes internationales ISO 639 pour les codes de langue. La première partie couvre l'enregistrement des codes à deux lettres. En juin 2021, 183 codes à deux lettres étaient enregistrés. Les codes enregistrés couvrent les principales langues du monde.","ISO6391","Partie des metedata d'un languageID.",NA
"1155","added in V2.0","2.0","eng","ISO639-2B","2.0","Ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces codes ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le “B"" spécifie le code bibliographique (code B).","ISO6392B","Partie des metedata d’un languageID.",NA
"1156","added in V2.0","2.0","eng","ISO639-2T","2.0","Un ensemble de normes internationales qui répertorie les codes courts pour les noms de langues. Ces ISO639-2 sont les codes à trois lettres définis dans la deuxième partie (ISO 639-2) de la norme, y compris les codes à deux lettres correspondants (ISO 639-1) lorsqu'ils existent. Le ""T"" indique le code terminologique (code T).","ISO6392T","Partie des metedata d’un languageID.",NA
"1157","added in V2.0","2.0","eng","ISO639-3","2.0","Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. L'ISO 639-3 étend les codes alpha-3 de l'ISO 639-2 dans le but de couvrir toutes les langues naturelles connues.","ISO6393","Partie des metedata d’un languageID.",NA
"1158","added in V2.0","2.0","eng","ISO639-6","2.0","Un ensemble de normes internationales qui énumère les codes courts pour les noms de langues. La norme ISO 639-6 s'appuie sur la norme ISO 639-3 en utilisant des codes à quatre lettres et en permettant aux utilisateurs de différencier les variantes des langues et des familles de langues, comme les versions historiques et les versions réactivées des langues.","ISO6396","Partie des metedata d’un languageID.",NA
"1159","added in V2.0","2.0","eng","J","2.0","Le résultat de l'analyse est inférieur à la concentration la plus faible de la courbe standard spécifique à l'expérience mais supérieur à la valeur de l'ordonnée ; la valeur rapportée est basée sur l'extrapolation de la courbe standard dans la région non linéaire.","j","NA",NA
"1160","added in V2.0","2.0","eng","k856r cible de gène de la variante omicron","2.0","Gène cible k856r de la variante omicron.","k856r ","NA",NA
"1161","description wording.","1.0","eng","Kilogrammes par seconde","2.0","Kilogrammes par seconde.","kgS","NA",NA
"1162","added in V2.0","2.0","eng","Kilolitres","2.0","Kilolitres de volume","kl","NA",NA
"1163","New variable in category","2.0","eng","Litres","2.0","Litres de volume","l","NA",NA
"1164","added in V2.0","2.0","eng","l452r cible de gène de la variante delta","2.0","Gène cible l452r de la variante delta.","l452r","NA",NA
"1165","added in V2.0","2.0","eng","l981f cible de gène de la variante omicron","2.0","Gène cible l981f de la variante omicron.","l981f ","NA",NA
"1166","depreciated","1.0","eng","ID du laboratoire par défaut","2.0","Identifiant de Lab utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""labID"" dans la table ""Lab""","labDef","NA",NA
"1167","added in V2.0","2.0","eng","Duplicate de laboratoire","2.0","Deuxième traitement (ou plus) et analyse de l'échantillon. Généralement pour des analyses de chimie générale ou de métaux.","labDuplicate","NA",NA
"1168","description wording, structure","1.0","eng","ID du laboratoire","2.0","Identifiant unique pour le laboratoire.","labID","NA",NA
"1169","description wording, structure","1.0","eng","Hôpital","2.0","Hépital.","hosptl","NA",NA
"1170","description wording, structure","1.0","eng","Lac, plan d'eau naturel","2.0","Lac, étendue d'eau naturelle.","lake","NA",NA
"1171","added in V2.0","2.0","eng","Lambda","2.0","C.37","lamba","NA",NA
"1172","added in V2.0","2.0","eng","Famille linguistique","2.0","Spécifie la famille linguistique à des fins de traduction et de suivi des langues.","langFam","Partie des metedata pour un languageID.",NA
"1173","added in V2.0","2.0","eng","Nom de la langue","2.0","Spécifie le nom de la langue en caractères de l'alphabet romain à des fins de traduction et de suivi linguistique.","langName","Partie des metedata d'un languageID.",NA
"1174","added in V2.0","2.0","eng","ID de la langue","2.0","Code de langue à des fins de traduction. Spécifie la langue pour chaque traduction, autre que l'anglais par défaut.","langID","Suivez les codes ISO639-3 pour le moment.",NA
"1175","added in V2.0","2.0","eng","L’ordre des colonnes de la Table d'ensemles de données","2.0","Indique l’ordre des colonnes dans une Table d'ensembles de données.","datasetsOrder","NA",NA
"1176","description wording, structure","1.0","eng","Type de polygone","2.0","Type de polygone.","geoType","NA",NA
"1177","added in V2.0","2.0","eng","Nom de famille du contact","2.0","Indique le nom de famille d'un contact donné.","lastName","NA",NA
"1178","added in V2.0","2.0","eng","Exigences de la Table d'ensembles de données","2.0","Indique les colonnes requises dans une Table d'ensembles de mesure.","datasetsRequired","NA",NA
"1179","added in V2.0","2.0","eng","Type de données","2.0","Le type de données pour une partie.","dataType","Les types de données utilisés dans l'ODM comprennent : varchar, booleen, float, category, date, time, datetime, url, email. dataType correspond à l'entrée ou à la cellule dans une table de données, le plus souvent dans une table de rapport. Si l'entrée de données a une unité, alors le type de données correspond à l'unité et le type de données fait référence à 'unité'. Si l'entrée de données est une catégorie, alors le dataType fait référence à 'category'. Toutes les catégories sont de type varchar. Sinon, le type de données est identifié dans l'entrée de la pièce. TBA : type de données pour le dictionnaire.",NA
"1180","added in V2.0","2.0","eng","Faible étendue de la couverture","2.0","Le pourcentage du génome couvert par les lectures (c'est-à-dire la largeur) est faible.","lBC","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",NA
"1181","added in V2.0","2.0","eng","Échantillon duplicate du contrôle de qualité","2.0","Des quantités connues d'un analyte ou de composés représentatifs sont ajoutées à une deuxième matrice ""propre"" (eau de laboratoire ou sable propre) en laboratoire. Duplicate de LCS.","lcsd","NA",NA
"1182","added in V2.0","2.0","eng","Faible profondeur de couverture","2.0","Couverture médiocre, c'est-à-dire un nombre insuffisant de lectures ou un trop grand nombre de lectures de séquençage ne sont pas cartographiées correctement.","lDC","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",NA
"1183","added in V2.0","2.0","eng","Fui","2.0","L'échantillon a fui, un certain volume et du matériel ont été perdus.","leaked","NA",NA
"1184","added in V2.0, depreciated after","1.0","eng","Lien","2.0","Lien vers une référence externe décrivant la géométrie du polygone.","li","NA",NA
"1185","added in V2.0","2.0","eng","Organisme de financement","2.0","L'agence de financement de l'ensemble de données.","funderID","Utilisez Organisation pour décrire les coordonnées et autres détails de l'organisme de financement.",NA
"1186","added in V2.0","2.0","eng","Ensemble d'agrégation à l'échelle linéaire","2.0","L'ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle linéaire (plutôt que logorithmique ou qualitative).","linearAggrSet","NA",NA
"1187","added in V2.0","1.0","eng","Fraction liquide","2.0","Fraction liquide.","liq","NA",NA
"1188","added in V2.0, depreciated after","1.0","eng","Accès aux Autorités Sanitaires Locaux","2.0","Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique locales. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","localHA","NA",NA
"1189","added in V2.0","1.1","eng","Limite de détection","2.0","LOD","lod","Limite de détection (LOD) pour cette méthode, si elle existe.",NA
"1190","added in V2.0","2.0","eng","Ensemble d'agrégation à l'échelle logarithmique","2.0","Ensemble d'agrégations qui contient toutes les agrégations qui existent sur l'échelle logarithmique (plutôt que linéaire ou qualitative).","logAggrSet","NA",NA
"1191","added in V2.0","1.1","eng","Limite de quantification","2.0","LOQ","loq","Limit of quantification (LOQ) for this method if one exists.",NA
"1192","added in V2.0","2.0","eng","Limite inférieure de l'intervalle de confiance de 95%","2.0","Spécifie la limite inférieure d'un intervalle de confiance à 95 %.","lowerCI95","Doit généralement être lié à une limite supérieure, à une indication de la dispersion des données (par exemple, l'écart type) et à une mesure moyenne/médiane.",NA
"1193","added in V2.0","2.0","eng","Échantillon de faible volume","2.0","L'échantillon est de faible volume, mais a été analysé malgré tout.","lowVol","NA",NA
"1194","description wording, structure","1.0","eng","Réservoir de stockage","2.0","Bassin de stockage.","htSite","NA",NA
"1195","description wording, structure","1.0","eng","Système de lagunage","2.0","Systéme de lagunage pour traitement des eaux usées.","lagoon","NA",NA
"1196","added in V2.0","1.0","eng","Établissement de soins de longue durée","2.0","établissement de soins de longue durée.","ltcf","NA",NA
"1197","added in V2.0","2.0","eng","RCP digitale de life technologies","2.0","Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Life Technologies.","ltDpcr","NA",NA
"1198","added in V2.0","2.0","eng","Tampon de lyse","2.0","Tampon de lyse.","lysi","NA",NA
"1199","added in V2.0","1.1","eng","Mètres cubes par jour","2.0","Mètres cubes par jour.","m3D","NA",NA
"1200","added in V2.0","1.1","eng","Mètres cubes par heure","2.0","Mètres cubes par heure.","m3H","NA",NA
"1201","added in V2.0","1.0","eng","Mètres cubes par seconde","2.0","Mètres cubes par seconde.","m3S","NA",NA
"1202","added in V2.0","1.0","eng","Maximum","2.0","La valeur la plus haute dans un ensemble.","maxValueAgg","NA",NA
"1203","added in V2.0","2.0","eng","ID du domaine","2.0","Le domaine est le niveau le plus élevé de description d'une mesure. Il existe trois types de domaines : biologique ( par exemple, Covid-19), chimique (par exemple, l'azote), mesure physique (température).","domainID","NA",NA
"1204","added in V2.0","2.0","eng","Première diffusion","2.0","La version de l'ODM dans laquelle une partie a été publiée pour la première fois.","firstReleased","NA",NA
"1205","added in V2.0","1.0","eng","Moyenne arthmétique","2.0","Moyenne arithmétique.","me","NA",NA
"1206","added in V2.0","2.0","eng","Groupe de mesure","2.0","Un groupe de mesures qui ne peuvent pas être catégorisées autrement.","measGrp","NA",NA
"1207","added in V2.0, depreciated after","1.0","eng","Autre mesure","2.0","Autre mesure, non spécifiée autrement dans les mesures.","measOth","Ajouter une description à la catégorieAutres.",NA
"1208","added in V2.0, depreciated after","1.0","eng","Déscription d'autre mésure","2.0","Autre type de site d'échantillonnage. Ajouter une description dans la colonne ""typeOther""","meOthDe","NA",NA
"1209","added in V2.0","2.0","eng","Mesure de la composante","2.0","Une observation enregistrée à partir d'un spécimen (c'est-à-dire un site, un échantillon, une personne ou une population).","measure","NA",NA
"1210","added in V2.0","2.0","eng","Groupe","2.0","Identifiant unique pour un groupe de mesures.","groupID","Un ensemble de mesures liées. Par exemple, SARS-CoV-2 est un groupe. Au sein du groupe SARS-CoV-2, il existe des classes de mesures qui comprennent des allèles d'ARN (N1, N2, E, etc.), des mutations (E484K0), une séquence entière, des protéines virales, etc. Actuellement, les groupes ne sont utilisés que pour les mesures.",NA
